sale_id,store_id,sale_time,sale_status,subtotal_amount,discount_amount,tax_amount,refund_amount,total_amount
19346,1,2025-12-09 17:05:00,voided,0,0,0,0,0
19347,2,2026-06-14 17:40:00,completed,4.29,0.00,0.38,0,4.67
19348,1,2026-02-24 19:45:00,completed,107.33,2.00,9.35,0,114.68
19349,1,2026-02-02 11:30:00,completed,109.83,0.00,9.75,0,119.58
19350,1,2025-11-10 15:15:00,completed,25.98,2.00,2.13,0,26.11
19351,2,2026-01-21 17:15:00,completed,34.94,2.00,2.92,0,35.86
19352,2,2025-11-23 20:50:00,completed,36.65,1.50,3.12,0,38.27
19353,3,2026-04-28 09:50:00,completed,31.96,1.50,2.70,0,33.16
19354,3,2025-11-06 14:20:00,completed,7.58,0.00,0.67,0,8.25
19355,3,2026-04-30 11:35:00,completed,49.91,2.00,4.25,0,52.16
19356,2,2025-11-09 11:25:00,completed,22.14,0.00,1.96,0,24.10
19357,2,2026-03-20 15:10:00,completed,109.85,2.00,9.57,0,117.42
19358,1,2026-07-16 20:20:00,completed,49.13,0.00,4.36,0,53.49
19359,3,2026-03-31 10:55:00,completed,83.35,3.50,7.09,0,86.94
19360,3,2026-06-01 16:35:00,completed,30.53,1.50,2.58,0,31.61
19361,2,2026-07-08 17:45:00,completed,23.96,0.00,2.13,0,26.09
19362,2,2026-03-24 09:30:00,completed,50.48,1.50,4.35,0,53.33
19363,2,2026-06-17 11:35:00,completed,71.19,0.00,6.32,0,77.51
19364,3,2026-07-07 12:00:00,completed,20.36,0.00,1.81,0,22.17
19365,2,2026-01-11 09:45:00,completed,72.85,0.00,6.47,0,79.32
19366,3,2025-11-01 14:10:00,completed,103.75,2.00,9.03,0,110.78
19367,3,2026-07-23 14:25:00,completed,70.17,0.00,6.23,0,76.40
19368,3,2026-01-17 14:30:00,completed,61.41,0.00,5.45,0,66.86
19369,2,2026-07-10 11:05:00,completed,34.43,0.00,3.06,0,37.49
19370,3,2026-06-24 10:30:00,completed,39.42,3.50,3.19,0,39.11
19371,2,2026-02-10 12:50:00,completed,112.25,2.00,9.78,0,120.03
19372,2,2025-11-06 15:05:00,completed,78.89,0.00,7.00,0,85.89
19373,1,2026-05-24 10:05:00,completed,16.98,1.50,1.37,0,16.85
19374,3,2026-02-19 11:05:00,completed,77.86,3.00,6.64,0,81.50
19375,3,2025-12-10 12:40:00,completed,11.97,1.50,0.93,0,11.40
19376,3,2025-12-03 18:00:00,completed,73.45,4.50,6.12,0,75.07
19377,1,2025-11-07 12:25:00,completed,8.98,0.50,0.75,0,9.23
19378,3,2026-07-27 10:35:00,completed,16.47,0.00,1.46,0,17.93
19379,3,2026-05-19 15:40:00,completed,47.41,0.00,4.21,0,51.62
19380,2,2026-01-18 14:35:00,completed,56.86,1.00,4.96,0,60.82
19381,1,2026-03-24 17:30:00,completed,33.84,0.00,3.00,0,36.84
19382,2,2026-07-08 10:40:00,completed,33.96,0.00,3.01,0,36.97
19383,3,2026-03-05 20:00:00,completed,15.45,0.00,1.37,0,16.82
19384,2,2026-07-10 17:20:00,completed,60.99,2.00,5.24,0,64.23
19385,3,2026-04-01 19:35:00,completed,19.47,0.00,1.73,0,21.20
19386,2,2026-05-05 18:45:00,completed,19.86,1.50,1.63,0,19.99
19387,2,2026-07-23 15:40:00,completed,10.58,0.00,0.94,0,11.52
19388,1,2025-12-27 14:50:00,completed,58.89,3.50,4.92,0,60.31
19389,2,2026-04-16 14:10:00,completed,56.49,1.00,4.92,0,60.41
19390,2,2026-05-18 13:15:00,voided,0,0,0,0,0
19391,3,2025-12-18 09:10:00,completed,56.26,0.00,4.99,0,61.25
19392,3,2026-07-14 13:35:00,completed,58.91,0.00,5.23,0,64.14
19393,2,2026-06-13 08:20:00,completed,9.98,0.50,0.84,0,10.32
19394,1,2026-05-15 20:00:00,completed,70.58,0.00,6.26,0,76.84
19395,1,2026-07-24 16:55:00,completed,25.95,0.00,2.30,0,28.25
19396,3,2026-07-12 14:30:00,voided,0,0,0,0,0
19397,2,2026-03-16 20:25:00,completed,45.93,2.00,3.90,0,47.83
19398,1,2025-11-26 17:20:00,completed,28.44,0.00,2.52,0,30.96
19399,2,2026-01-18 18:00:00,completed,67.42,0.00,5.98,0,73.40
19400,3,2026-01-05 20:05:00,completed,58.10,0.50,5.11,0,62.71
19401,3,2026-06-24 09:20:00,completed,65.37,1.00,5.71,0,70.08
19402,3,2025-11-26 17:15:00,completed,62.38,0.00,5.54,0,67.92
19403,2,2026-07-02 15:50:00,completed,81.66,2.00,7.07,0,86.73
19404,1,2025-11-27 10:45:00,completed,10.28,0.50,0.87,0,10.65
19405,3,2026-05-10 18:25:00,completed,35.94,0.50,3.15,0,38.59
19406,1,2026-05-02 09:25:00,completed,68.39,0.50,6.03,0,73.92
19407,2,2025-12-10 11:10:00,completed,62.01,1.00,5.41,0,66.42
19408,2,2026-04-22 12:20:00,completed,58.37,1.00,5.09,0,62.46
19409,3,2025-11-10 15:50:00,completed,72.19,0.50,6.36,0,78.05
19410,3,2025-12-04 18:55:00,completed,58.25,2.00,4.99,0,61.24
19411,2,2026-03-26 16:55:00,completed,43.44,0.50,3.81,0,46.75
19412,1,2026-01-15 14:55:00,completed,109.54,0.00,9.72,0,119.26
19413,2,2026-04-03 09:55:00,completed,22.44,0.00,1.99,0,24.43
19414,2,2026-01-05 20:30:00,completed,18.77,0.00,1.67,0,20.44
19415,1,2026-07-20 08:35:00,completed,79.55,0.50,7.02,0,86.07
19416,2,2026-04-10 15:30:00,completed,43.74,2.00,3.70,0,45.44
19417,1,2025-11-03 18:00:00,completed,89.13,1.50,7.78,0,95.41
19418,3,2026-04-24 16:00:00,completed,26.83,1.00,2.29,0,28.12
19419,1,2025-11-27 13:20:00,completed,93.90,0.00,8.33,0,102.23
19420,1,2026-03-19 12:00:00,completed,8.99,0.00,0.80,0,9.79
19421,2,2025-11-01 18:25:00,completed,59.09,2.00,5.07,0,62.16
19422,1,2026-05-28 16:00:00,completed,38.43,0.50,3.37,0,41.30
19423,2,2026-06-10 17:05:00,completed,29.47,0.00,2.62,0,32.09
19424,1,2026-01-25 14:10:00,completed,80.47,0.00,7.14,0,87.61
19425,2,2026-03-26 18:20:00,completed,77.06,4.50,6.44,0,79.00
19426,1,2026-05-16 09:55:00,completed,88.63,0.00,7.87,0,96.50
19427,2,2026-01-15 11:15:00,completed,17.97,0.00,1.59,0,19.56
19428,1,2026-03-23 08:05:00,partially_refunded,46.42,0.00,4.12,17.40,50.54
19429,2,2026-03-16 11:45:00,completed,31.45,2.00,2.61,0,32.06
19430,1,2025-11-21 19:55:00,completed,33.31,0.00,2.96,0,36.27
19431,1,2025-11-07 08:45:00,completed,112.81,0.00,10.01,0,122.82
19432,2,2026-05-09 13:45:00,completed,25.43,0.00,2.26,0,27.69
19433,1,2026-05-05 09:50:00,completed,21.96,0.00,1.95,0,23.91
19434,3,2026-07-18 09:50:00,completed,60.21,1.50,5.21,0,63.92
19435,1,2026-06-09 15:30:00,completed,29.34,0.00,2.60,0,31.94
19436,2,2026-05-22 13:10:00,completed,31.45,1.50,2.66,0,32.61
19437,1,2025-12-01 19:55:00,completed,54.59,0.00,4.84,0,59.43
19438,2,2026-04-18 18:00:00,completed,18.16,0.00,1.61,0,19.77
19439,2,2025-12-07 17:25:00,completed,109.34,0.00,9.70,0,119.04
19440,2,2026-04-25 19:50:00,completed,40.41,0.00,3.59,0,44.00
19441,3,2026-01-05 09:05:00,completed,44.13,2.00,3.74,0,45.87
19442,1,2026-06-14 13:40:00,completed,46.03,0.00,4.09,0,50.12
19443,3,2026-05-21 18:50:00,voided,0,0,0,0,0
19444,1,2026-05-22 20:05:00,completed,31.44,0.00,2.79,0,34.23
19445,1,2026-02-26 20:35:00,completed,93.73,2.00,8.14,0,99.87
19446,1,2026-07-17 13:00:00,completed,64.91,1.50,5.63,0,69.04
19447,3,2025-11-23 11:40:00,completed,79.75,0.50,7.03,0,86.28
19448,2,2026-04-23 18:25:00,completed,23.98,0.00,2.13,0,26.11
19449,2,2026-05-22 16:50:00,completed,34.82,2.00,2.91,0,35.73
19450,1,2026-01-09 19:35:00,completed,77.86,1.50,6.78,0,83.14
19451,2,2026-07-16 09:20:00,completed,47.88,1.00,4.16,0,51.04
19452,2,2026-01-31 20:40:00,completed,95.96,1.50,8.38,0,102.84
19453,3,2025-12-14 20:20:00,voided,0,0,0,0,0
19454,2,2026-03-04 12:15:00,completed,45.91,2.50,3.85,0,47.26
19455,1,2026-03-13 12:00:00,completed,63.89,0.00,5.67,0,69.56
19456,1,2026-05-21 20:15:00,completed,68.47,0.00,6.08,0,74.55
19457,3,2026-04-08 16:40:00,completed,11.97,0.00,1.06,0,13.03
19458,2,2026-03-07 14:45:00,completed,116.88,0.00,10.37,0,127.25
19459,3,2026-07-15 18:50:00,completed,122.52,0.50,10.83,0,132.85
19460,3,2026-05-03 09:50:00,completed,84.64,1.50,7.38,0,90.52
19461,3,2026-06-27 14:50:00,partially_refunded,86.90,0.00,7.71,17.40,94.61
19462,1,2026-02-12 11:05:00,completed,90.98,0.00,8.07,0,99.05
19463,3,2026-07-25 20:40:00,completed,60.10,2.00,5.16,0,63.26
19464,2,2026-07-17 10:20:00,completed,35.21,0.50,3.08,0,37.79
19465,3,2026-04-16 14:55:00,completed,71.08,2.00,6.13,0,75.21
19466,3,2026-02-28 18:55:00,completed,87.96,4.00,7.45,0,91.41
19467,1,2026-04-16 12:10:00,completed,66.78,1.50,5.79,0,71.07
19468,2,2026-06-24 18:10:00,completed,104.85,2.50,9.08,0,111.43
19469,3,2026-01-07 19:00:00,completed,58.98,1.50,5.10,0,62.58
19470,3,2026-05-21 12:50:00,completed,22.96,0.00,2.04,0,25.00
19471,2,2026-05-01 16:45:00,completed,34.93,0.00,3.10,0,38.03
19472,3,2026-05-25 18:15:00,completed,73.85,1.00,6.47,0,79.32
19473,3,2026-04-20 13:05:00,completed,30.33,0.00,2.69,0,33.02
19474,3,2026-02-17 13:10:00,completed,22.46,0.00,1.99,0,24.45
19475,2,2026-01-26 09:45:00,completed,3.79,0.00,0.34,0,4.13
19476,3,2026-04-20 13:55:00,completed,33.54,3.00,2.71,0,33.25
19477,2,2026-02-24 18:35:00,completed,57.86,0.00,5.14,0,63.00
19478,1,2025-12-14 17:25:00,completed,20.97,0.00,1.86,0,22.83
19479,3,2026-04-19 09:05:00,completed,63.87,0.00,5.67,0,69.54
19480,2,2026-04-14 20:10:00,completed,78.66,0.00,6.98,0,85.64
19481,1,2026-03-30 11:25:00,partially_refunded,87.33,1.50,7.62,7.07,93.45
19482,3,2026-01-01 19:30:00,completed,59.66,0.00,5.29,0,64.95
19483,3,2026-02-28 10:50:00,completed,85.73,0.00,7.61,0,93.34
19484,2,2026-01-08 16:25:00,completed,26.95,0.00,2.39,0,29.34
19485,2,2026-04-08 11:20:00,completed,51.29,2.00,4.37,0,53.66
19486,2,2026-07-31 13:20:00,completed,29.96,0.50,2.61,0,32.07
19487,1,2026-04-03 11:35:00,completed,84.89,1.00,7.45,0,91.34
19488,3,2025-11-13 14:05:00,completed,50.99,1.00,4.44,0,54.43
19489,2,2026-06-08 08:55:00,completed,35.96,0.00,3.19,0,39.15
19490,1,2026-04-18 08:10:00,completed,9.49,0.50,0.80,0,9.79
19491,2,2026-07-30 17:10:00,completed,99.37,2.00,8.64,0,106.01
19492,2,2026-04-16 16:10:00,completed,64.37,0.00,5.71,0,70.08
19493,2,2026-05-12 19:05:00,completed,78.88,2.00,6.82,0,83.70
19494,2,2026-05-09 16:35:00,completed,16.98,0.00,1.51,0,18.49
19495,2,2026-07-14 20:10:00,completed,24.45,2.00,1.99,0,24.44
19496,2,2026-07-17 14:45:00,completed,24.84,0.50,2.16,0,26.50
19497,3,2026-07-22 20:20:00,completed,28.43,3.00,2.26,0,27.69
19498,1,2026-01-14 12:35:00,completed,26.97,2.00,2.22,0,27.19
19499,1,2026-04-09 19:15:00,completed,42.43,0.00,3.77,0,46.20
19500,1,2026-03-25 09:50:00,completed,59.08,1.50,5.11,0,62.69
19501,3,2026-06-08 09:55:00,completed,59.89,1.00,5.23,0,64.12
19502,2,2026-04-09 12:25:00,completed,43.32,1.50,3.71,0,45.53
19503,3,2026-07-26 15:35:00,partially_refunded,10.98,0.00,0.97,5.43,11.95
19504,3,2025-12-22 09:00:00,completed,80.45,7.00,6.52,0,79.97
19505,3,2026-03-11 18:45:00,completed,62.40,0.50,5.49,0,67.39
19506,3,2026-03-13 19:05:00,completed,4.79,0.00,0.43,0,5.22
19507,1,2026-05-01 19:00:00,completed,68.29,0.00,6.06,0,74.35
19508,1,2026-02-08 11:45:00,completed,39.92,0.00,3.54,0,43.46
19509,3,2026-02-17 15:30:00,completed,77.88,2.50,6.69,0,82.07
19510,3,2025-12-27 09:25:00,completed,6.49,0.00,0.58,0,7.07
19511,3,2026-05-23 09:10:00,completed,24.45,0.00,2.17,0,26.62
19512,3,2026-01-11 18:00:00,completed,74.91,0.00,6.65,0,81.56
19513,1,2026-05-19 19:20:00,completed,81.24,3.50,6.90,0,84.64
19514,1,2026-07-04 09:55:00,completed,106.93,0.00,9.49,0,116.42
19515,1,2026-01-14 16:00:00,completed,33.96,0.50,2.97,0,36.43
19516,2,2026-02-18 15:15:00,completed,36.44,0.00,3.23,0,39.67
19517,1,2026-03-25 17:05:00,completed,68.85,2.00,5.93,0,72.78
19518,3,2026-05-09 17:55:00,completed,73.05,0.50,6.44,0,78.99
19519,2,2025-11-12 10:45:00,completed,93.84,2.50,8.11,0,99.45
19520,1,2025-11-24 19:45:00,completed,84.86,0.00,7.53,0,92.39
19521,1,2026-05-13 11:40:00,completed,12.87,0.00,1.14,0,14.01
19522,2,2026-07-18 15:55:00,completed,106.56,1.50,9.32,0,114.38
19523,2,2025-11-29 16:30:00,completed,98.84,0.00,8.77,0,107.61
19524,2,2025-11-17 10:45:00,completed,35.96,0.00,3.19,0,39.15
19525,3,2026-07-07 18:50:00,completed,34.63,0.00,3.07,0,37.70
19526,3,2026-07-14 20:40:00,completed,3.99,0.00,0.35,0,4.34
19527,3,2026-06-02 09:10:00,completed,80.95,4.50,6.78,0,83.23
19528,3,2026-04-09 19:10:00,completed,17.96,0.50,1.55,0,19.01
19529,1,2025-12-04 16:00:00,completed,53.94,0.50,4.74,0,58.18
19530,2,2025-12-24 10:50:00,voided,0,0,0,0,0
19531,2,2026-06-17 20:55:00,completed,18.06,0.50,1.56,0,19.12
19532,2,2026-04-01 20:00:00,completed,50.30,0.00,4.46,0,54.76
19533,1,2026-06-26 20:25:00,completed,62.82,0.00,5.58,0,68.40
19534,2,2026-02-26 19:45:00,completed,92.11,3.00,7.91,0,97.02
19535,1,2026-01-25 12:45:00,completed,13.47,0.00,1.20,0,14.67
19536,3,2026-06-11 12:00:00,completed,45.41,3.00,3.76,0,46.17
19537,3,2026-02-08 19:05:00,completed,29.25,1.50,2.46,0,30.21
19538,3,2026-07-24 14:00:00,completed,79.37,0.50,7.00,0,85.87
19539,1,2026-06-05 11:40:00,partially_refunded,34.82,0.00,3.09,7.16,37.91
19540,1,2025-11-11 17:05:00,completed,60.30,0.50,5.31,0,65.11
19541,1,2026-05-02 08:50:00,completed,29.05,0.00,2.58,0,31.63
19542,2,2026-04-17 10:40:00,completed,57.23,0.00,5.08,0,62.31
19543,2,2025-11-29 17:15:00,completed,65.99,1.00,5.77,0,70.76
19544,1,2026-05-28 13:15:00,completed,64.01,1.00,5.59,0,68.60
19545,3,2026-06-14 09:40:00,completed,41.42,0.00,3.68,0,45.10
19546,3,2026-05-11 09:05:00,completed,48.41,1.00,4.21,0,51.62
19547,3,2026-07-17 17:30:00,completed,72.97,0.00,6.48,0,79.45
19548,1,2026-03-21 13:55:00,completed,46.42,0.00,4.12,0,50.54
19549,3,2025-11-28 16:10:00,completed,63.10,0.00,5.60,0,68.70
19550,3,2026-04-02 14:40:00,completed,14.07,0.00,1.25,0,15.32
19551,2,2026-04-20 09:35:00,completed,86.55,2.00,7.50,0,92.05
19552,1,2026-03-14 20:55:00,completed,37.92,0.00,3.37,0,41.29
19553,3,2026-01-10 10:30:00,completed,80.86,1.00,7.09,0,86.95
19554,1,2025-12-08 18:50:00,completed,18.98,1.50,1.55,0,19.03
19555,3,2026-05-12 19:25:00,completed,80.39,0.00,7.13,0,87.52
19556,1,2026-01-20 11:30:00,completed,82.37,0.00,7.31,0,89.68
19557,1,2026-01-02 08:15:00,completed,41.92,2.00,3.54,0,43.46
19558,1,2026-05-24 12:30:00,completed,63.39,2.00,5.45,0,66.84
19559,3,2025-11-09 19:00:00,completed,56.25,0.50,4.95,0,60.70
19560,1,2026-04-05 14:50:00,completed,62.19,0.00,5.52,0,67.71
19561,3,2026-04-12 18:05:00,completed,37.81,2.00,3.18,0,38.99
19562,3,2025-12-10 13:55:00,completed,14.97,0.00,1.33,0,16.30
19563,3,2026-03-31 15:00:00,completed,70.97,0.50,6.25,0,76.72
19564,3,2026-04-16 20:50:00,completed,54.46,6.00,4.30,0,52.76
19565,1,2026-07-01 13:40:00,completed,71.87,3.00,6.11,0,74.98
19566,2,2026-01-03 18:35:00,completed,46.55,0.00,4.13,0,50.68
19567,2,2025-11-21 15:05:00,completed,90.75,0.00,8.05,0,98.80
19568,1,2026-01-04 15:05:00,completed,5.99,1.50,0.40,0,4.89
19569,1,2026-03-05 17:20:00,completed,10.98,0.00,0.97,0,11.95
19570,1,2026-07-03 12:55:00,completed,2.37,0.50,0.17,0,2.04
19571,2,2025-12-21 16:30:00,completed,38.82,2.00,3.27,0,40.09
19572,2,2026-07-14 20:40:00,completed,112.70,0.00,10.00,0,122.70
19573,1,2026-05-16 13:00:00,partially_refunded,77.46,1.00,6.79,7.60,83.25
19574,1,2026-07-29 19:25:00,completed,110.64,0.50,9.77,0,119.91
19575,2,2025-11-06 12:40:00,completed,92.36,1.00,8.11,0,99.47
19576,1,2026-06-12 14:20:00,completed,55.19,0.00,4.90,0,60.09
19577,1,2026-01-27 18:00:00,completed,38.91,0.00,3.45,0,42.36
19578,3,2025-11-27 14:10:00,completed,78.29,1.50,6.82,0,83.61
19579,2,2026-07-24 15:00:00,completed,107.46,2.00,9.36,0,114.82
19580,2,2025-12-15 09:00:00,completed,45.92,1.50,3.94,0,48.36
19581,3,2025-12-22 15:05:00,completed,97.35,2.00,8.46,0,103.81
19582,3,2026-01-08 16:30:00,completed,39.43,0.00,3.50,0,42.93
19583,2,2025-12-27 15:10:00,completed,71.93,1.00,6.30,0,77.23
19584,2,2026-06-09 14:15:00,completed,80.16,0.00,7.11,0,87.27
19585,2,2026-01-01 18:25:00,completed,87.86,0.00,7.80,0,95.66
19586,2,2026-05-17 10:25:00,completed,54.11,2.50,4.58,0,56.19
19587,3,2026-03-20 15:45:00,completed,53.09,4.00,4.36,0,53.45
19588,3,2026-01-27 15:35:00,completed,111.12,0.00,9.86,0,120.98
19589,1,2025-11-19 11:45:00,completed,52.70,0.50,4.63,0,56.83
19590,2,2025-11-22 18:35:00,voided,0,0,0,0,0
19591,1,2026-07-24 15:40:00,completed,14.37,0.00,1.28,0,15.65
19592,3,2026-05-25 17:15:00,completed,8.48,0.00,0.75,0,9.23
19593,3,2026-06-16 09:25:00,completed,42.21,1.50,3.61,0,44.32
19594,3,2026-04-16 15:35:00,completed,5.49,0.00,0.49,0,5.98
19595,3,2026-05-02 14:50:00,completed,30.12,0.00,2.67,0,32.79
19596,1,2026-05-22 19:30:00,completed,29.15,1.00,2.50,0,30.65
19597,2,2026-04-14 19:15:00,completed,32.94,1.50,2.79,0,34.23
19598,1,2026-07-13 20:25:00,completed,92.97,0.50,8.21,0,100.68
19599,2,2026-02-12 18:35:00,completed,81.86,2.00,7.09,0,86.95
19600,3,2026-07-19 20:50:00,completed,97.95,4.00,8.34,0,102.29
19601,2,2026-07-02 20:35:00,completed,67.48,1.00,5.90,0,72.38
19602,3,2026-04-28 09:00:00,completed,40.43,1.00,3.50,0,42.93
19603,1,2026-05-01 14:15:00,completed,95.41,1.00,8.38,0,102.79
19604,3,2026-01-06 11:25:00,completed,38.93,0.00,3.46,0,42.39
19605,3,2026-02-01 19:20:00,completed,12.99,0.00,1.15,0,14.14
19606,2,2026-06-30 12:25:00,completed,22.65,0.00,2.01,0,24.66
19607,2,2026-02-12 12:55:00,completed,115.85,0.00,10.28,0,126.13
19608,2,2025-12-17 17:00:00,completed,90.95,0.00,8.07,0,99.02
19609,2,2026-06-23 09:40:00,completed,30.95,2.50,2.52,0,30.97
19610,2,2026-03-07 14:35:00,completed,17.96,0.00,1.59,0,19.55
19611,2,2026-06-04 14:00:00,completed,50.92,0.50,4.47,0,54.89
19612,1,2026-01-17 18:50:00,completed,6.99,2.00,0.44,0,5.43
19613,1,2026-07-05 18:40:00,completed,12.98,0.00,1.15,0,14.13
19614,2,2026-04-08 08:25:00,completed,44.92,1.00,3.90,0,47.82
19615,1,2026-04-22 10:05:00,completed,88.25,2.00,7.65,0,93.90
19616,1,2026-07-20 17:05:00,completed,47.41,0.00,4.21,0,51.62
19617,3,2026-03-31 09:15:00,voided,0,0,0,0,0
19618,3,2025-12-22 13:15:00,completed,88.96,1.50,7.76,0,95.22
19619,3,2026-05-08 14:00:00,completed,49.43,1.50,4.25,0,52.18
19620,2,2026-05-08 16:50:00,completed,56.93,0.50,5.01,0,61.44
19621,1,2026-07-02 15:50:00,completed,78.08,0.00,6.93,0,85.01
19622,1,2026-07-07 18:30:00,completed,18.76,0.00,1.66,0,20.42
19623,2,2026-05-20 13:20:00,completed,67.48,2.00,5.81,0,71.29
19624,2,2026-03-30 14:05:00,completed,30.96,0.00,2.75,0,33.71
19625,3,2026-01-05 12:25:00,completed,4.99,0.00,0.44,0,5.43
19626,1,2026-02-26 10:35:00,voided,0,0,0,0,0
19627,3,2026-01-05 15:55:00,completed,41.91,1.00,3.63,0,44.54
19628,3,2026-04-03 19:20:00,completed,24.96,0.00,2.22,0,27.18
19629,2,2026-07-09 20:00:00,completed,16.98,1.00,1.42,0,17.40
19630,3,2026-07-22 11:40:00,completed,18.97,1.00,1.59,0,19.56
19631,2,2026-07-08 20:10:00,completed,81.48,0.00,7.23,0,88.71
19632,3,2026-06-18 11:35:00,completed,50.39,0.00,4.47,0,54.86
19633,3,2026-07-16 13:30:00,completed,17.97,0.00,1.59,0,19.56
19634,1,2026-01-31 15:40:00,completed,124.12,0.00,11.02,0,135.14
19635,1,2025-11-23 08:50:00,completed,79.62,0.00,7.07,0,86.69
19636,1,2026-07-16 13:30:00,completed,72.43,0.00,6.43,0,78.86
19637,3,2026-03-04 15:00:00,completed,90.88,1.00,7.98,0,97.86
19638,1,2026-03-22 12:05:00,partially_refunded,69.08,0.50,6.09,4.67,74.67
19639,1,2026-01-29 10:10:00,completed,55.38,2.00,4.74,0,58.12
19640,2,2026-02-02 14:55:00,completed,72.92,1.50,6.34,0,77.76
19641,2,2026-07-17 09:40:00,completed,65.58,0.50,5.78,0,70.86
19642,2,2026-05-08 08:30:00,completed,89.84,0.50,7.93,0,97.27
19643,2,2026-07-18 20:40:00,completed,91.34,1.00,8.02,0,98.36
19644,2,2026-03-27 13:50:00,completed,95.39,0.00,8.47,0,103.86
19645,1,2026-05-11 15:30:00,completed,111.84,0.00,9.93,0,121.77
19646,2,2025-12-05 19:35:00,completed,56.19,0.50,4.94,0,60.63
19647,2,2026-04-09 20:55:00,completed,41.80,0.00,3.71,0,45.51
19648,1,2026-07-13 18:50:00,completed,8.49,0.00,0.75,0,9.24
19649,3,2026-06-12 14:00:00,completed,19.96,0.00,1.77,0,21.73
19650,3,2026-03-19 11:25:00,completed,15.56,0.00,1.38,0,16.94
19651,2,2025-11-07 15:40:00,completed,54.39,3.00,4.56,0,55.95
19652,1,2026-06-22 20:20:00,completed,22.56,1.00,1.91,0,23.47
19653,1,2026-07-05 20:50:00,completed,31.93,0.00,2.83,0,34.76
19654,3,2026-01-30 19:35:00,completed,17.98,1.50,1.46,0,17.94
19655,3,2026-06-16 13:35:00,completed,32.34,0.00,2.87,0,35.21
19656,2,2025-11-26 14:10:00,completed,45.91,1.50,3.94,0,48.35
19657,3,2026-01-03 10:25:00,completed,9.98,0.00,0.89,0,10.87
19658,3,2026-06-23 10:00:00,voided,0,0,0,0,0
19659,2,2026-01-22 17:40:00,completed,18.97,0.00,1.68,0,20.65
19660,3,2026-06-23 12:15:00,completed,62.39,0.00,5.54,0,67.93
19661,2,2026-03-03 20:25:00,completed,38.93,2.00,3.28,0,40.21
19662,1,2025-11-07 12:00:00,completed,41.94,1.50,3.59,0,44.03
19663,3,2026-05-14 14:20:00,completed,22.35,0.50,1.94,0,23.79
19664,3,2026-02-03 09:40:00,completed,18.47,0.00,1.64,0,20.11
19665,2,2026-04-29 20:45:00,completed,25.97,0.00,2.30,0,28.27
19666,2,2026-07-15 17:35:00,completed,25.92,1.00,2.21,0,27.13
19667,1,2026-02-26 11:40:00,completed,38.95,1.50,3.32,0,40.77
19668,2,2026-01-23 19:05:00,completed,98.33,0.00,8.73,0,107.06
19669,2,2026-02-15 20:55:00,completed,52.42,0.00,4.65,0,57.07
19670,1,2026-06-18 20:05:00,completed,2.99,1.00,0.18,0,2.17
19671,2,2026-03-08 10:35:00,completed,82.25,2.50,7.08,0,86.83
19672,1,2026-03-03 18:20:00,completed,76.40,0.50,6.74,0,82.64
19673,3,2026-06-25 12:20:00,completed,57.91,0.50,5.10,0,62.51
19674,3,2026-01-13 13:55:00,completed,117.50,0.00,10.43,0,127.93
19675,3,2026-01-29 11:35:00,completed,32.14,0.00,2.85,0,34.99
19676,3,2026-06-05 12:00:00,completed,67.22,0.00,5.97,0,73.19
19677,2,2026-06-20 09:15:00,completed,69.34,3.00,5.89,0,72.23
19678,1,2026-02-25 11:35:00,completed,52.39,0.00,4.65,0,57.04
19679,2,2026-07-28 20:00:00,completed,84.96,2.50,7.32,0,89.78
19680,2,2025-12-24 09:10:00,completed,15.98,0.00,1.42,0,17.40
19681,1,2026-06-06 19:45:00,completed,92.55,3.50,7.90,0,96.95
19682,3,2025-12-28 18:55:00,completed,19.96,0.00,1.77,0,21.73
19683,2,2025-11-19 13:30:00,completed,34.94,2.00,2.92,0,35.86
19684,2,2026-04-27 09:45:00,completed,45.63,0.00,4.05,0,49.68
19685,3,2026-05-26 17:30:00,completed,74.92,0.00,6.65,0,81.57
19686,2,2026-02-21 20:30:00,completed,35.25,2.00,2.95,0,36.20
19687,3,2026-05-21 09:25:00,completed,29.96,0.50,2.61,0,32.07
19688,1,2025-11-04 15:20:00,completed,19.25,0.00,1.71,0,20.96
19689,1,2026-04-03 15:00:00,completed,53.91,0.00,4.78,0,58.69
19690,2,2026-06-15 12:45:00,completed,53.90,2.00,4.61,0,56.51
19691,1,2026-02-14 08:20:00,partially_refunded,11.98,1.00,0.97,2.71,11.95
19692,3,2026-03-20 19:50:00,completed,115.36,2.50,10.02,0,122.88
19693,1,2026-06-25 10:10:00,completed,12.87,0.00,1.14,0,14.01
19694,1,2026-03-25 12:50:00,completed,11.98,2.00,0.89,0,10.87
19695,3,2025-11-30 13:00:00,completed,6.49,1.50,0.44,0,5.43
19696,1,2026-07-17 16:50:00,completed,90.12,3.50,7.69,0,94.31
19697,1,2026-04-25 14:45:00,completed,57.90,0.00,5.14,0,63.04
19698,3,2026-03-19 19:15:00,completed,5.99,0.00,0.53,0,6.52
19699,3,2025-12-17 11:40:00,completed,17.56,1.00,1.47,0,18.03
19700,3,2026-02-05 10:00:00,completed,136.81,0.50,12.10,0,148.41
19701,2,2026-03-31 19:45:00,completed,8.98,1.00,0.71,0,8.69
19702,3,2026-04-04 12:30:00,completed,66.91,0.00,5.94,0,72.85
19703,1,2026-06-30 11:00:00,completed,41.80,0.00,3.71,0,45.51
