adjustment_id,store_id,product_id,adjustment_time,adjustment_type,quantity_delta,notes
2948,2,13,2026-05-16 07:30:00,delivery,108,Inventory received for purchase order 700
2949,2,21,2026-05-16 07:30:00,delivery,72,Inventory received for purchase order 700
2950,2,23,2026-05-16 07:30:00,delivery,56,Inventory received for purchase order 700
2951,2,35,2026-05-16 07:30:00,delivery,48,Inventory received for purchase order 700
2952,2,45,2026-05-16 07:30:00,delivery,48,Inventory received for purchase order 700
2953,2,48,2026-05-17 07:30:00,delivery,70,Inventory received for purchase order 701
2954,2,1,2026-05-18 07:30:00,delivery,36,Inventory received for purchase order 702
2955,2,5,2026-05-18 07:30:00,delivery,72,Inventory received for purchase order 702
2956,2,31,2026-05-18 07:30:00,delivery,72,Inventory received for purchase order 702
2957,2,39,2026-05-18 07:30:00,delivery,80,Inventory received for purchase order 702
2958,2,44,2026-05-18 07:30:00,delivery,50,Inventory received for purchase order 702
2959,2,46,2026-05-18 07:30:00,delivery,72,Inventory received for purchase order 702
2960,2,3,2026-05-22 07:30:00,delivery,100,Inventory received for purchase order 703
2961,2,9,2026-05-22 07:30:00,delivery,80,Inventory received for purchase order 703
2962,2,15,2026-05-22 07:30:00,delivery,48,Inventory received for purchase order 703
2963,2,20,2026-05-22 07:30:00,delivery,108,Inventory received for purchase order 703
2964,2,2,2026-05-23 07:30:00,delivery,60,Inventory received for purchase order 704
2965,2,7,2026-05-23 07:30:00,delivery,56,Inventory received for purchase order 704
2966,2,14,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 704
2967,2,22,2026-05-23 07:30:00,delivery,84,Inventory received for purchase order 704
2968,2,24,2026-05-23 07:30:00,delivery,70,Inventory received for purchase order 704
2969,2,27,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 704
2970,2,48,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 705
2971,2,25,2026-05-23 07:30:00,delivery,60,Inventory received for purchase order 706
2972,2,26,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 706
2973,2,30,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 706
2974,2,34,2026-05-24 07:30:00,delivery,60,Inventory received for purchase order 707
2975,2,44,2026-05-24 07:30:00,delivery,95,Inventory received for purchase order 707
2976,2,46,2026-05-24 07:30:00,delivery,48,Inventory received for purchase order 707
2977,2,13,2026-05-25 07:30:00,delivery,60,Inventory received for purchase order 708
2978,2,28,2026-05-25 07:30:00,delivery,80,Inventory received for purchase order 708
2979,2,35,2026-05-25 07:30:00,delivery,60,Inventory received for purchase order 708
2980,2,47,2026-05-25 07:30:00,delivery,60,Inventory received for purchase order 708
2981,2,16,2026-05-22 07:30:00,delivery,40,Inventory received for purchase order 709
2982,2,29,2026-05-22 07:30:00,delivery,40,Inventory received for purchase order 709
2983,2,36,2026-05-22 07:30:00,delivery,64,Inventory received for purchase order 709
2984,2,43,2026-05-22 07:30:00,delivery,72,Inventory received for purchase order 709
2985,2,45,2026-05-22 07:30:00,delivery,72,Inventory received for purchase order 709
2986,2,11,2026-05-23 07:30:00,delivery,48,Inventory received for purchase order 710
2987,2,17,2026-05-23 07:30:00,delivery,48,Inventory received for purchase order 710
2988,2,32,2026-05-23 07:30:00,delivery,78,Inventory received for purchase order 710
2989,2,33,2026-05-23 07:30:00,delivery,60,Inventory received for purchase order 710
2990,2,37,2026-05-23 07:30:00,delivery,96,Inventory received for purchase order 710
2991,2,18,2026-05-23 07:30:00,delivery,80,Inventory received for purchase order 711
2992,2,21,2026-05-23 07:30:00,delivery,48,Inventory received for purchase order 711
2993,2,23,2026-05-23 07:30:00,delivery,64,Inventory received for purchase order 711
2994,2,39,2026-05-23 07:30:00,delivery,70,Inventory received for purchase order 711
2995,2,1,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 712
2996,2,5,2026-05-23 07:30:00,delivery,80,Inventory received for purchase order 712
2997,2,10,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 712
2998,2,19,2026-05-23 07:30:00,delivery,60,Inventory received for purchase order 712
2999,2,31,2026-05-23 07:30:00,delivery,48,Inventory received for purchase order 712
3000,2,40,2026-05-23 07:30:00,delivery,48,Inventory received for purchase order 712
3001,2,41,2026-05-24 07:30:00,delivery,72,Inventory received for purchase order 713
3002,2,3,2026-06-01 07:30:00,delivery,38,Inventory received for purchase order 714
3003,2,9,2026-06-01 07:30:00,delivery,57,Inventory received for purchase order 714
3004,2,11,2026-06-01 07:30:00,delivery,57,Inventory received for purchase order 714
3005,2,15,2026-06-01 07:30:00,delivery,93,Inventory received for purchase order 714
3006,2,21,2026-06-01 07:30:00,delivery,69,Inventory received for purchase order 714
3007,2,10,2026-05-29 07:30:00,delivery,24,Inventory received for purchase order 715
3008,2,14,2026-05-29 07:30:00,delivery,48,Inventory received for purchase order 715
3009,2,24,2026-05-29 07:30:00,delivery,60,Inventory received for purchase order 715
3010,2,26,2026-05-29 07:30:00,delivery,60,Inventory received for purchase order 715
3011,2,27,2026-05-29 07:30:00,delivery,72,Inventory received for purchase order 715
3012,2,37,2026-05-29 07:30:00,delivery,39,Inventory received for purchase order 715
3013,2,7,2026-05-30 07:30:00,delivery,72,Inventory received for purchase order 716
3014,2,25,2026-05-30 07:30:00,delivery,48,Inventory received for purchase order 716
3015,2,29,2026-05-30 07:30:00,delivery,96,Inventory received for purchase order 716
3016,2,30,2026-05-30 07:30:00,delivery,36,Inventory received for purchase order 716
3017,2,36,2026-05-30 07:30:00,delivery,50,Inventory received for purchase order 716
3018,2,16,2026-05-30 07:30:00,delivery,36,Inventory received for purchase order 717
3019,2,22,2026-05-30 07:30:00,delivery,48,Inventory received for purchase order 717
3020,2,43,2026-05-30 07:30:00,delivery,40,Inventory received for purchase order 717
3021,2,2,2026-05-30 07:30:00,delivery,72,Inventory received for purchase order 718
3022,2,19,2026-05-30 07:30:00,delivery,72,Inventory received for purchase order 718
3023,2,20,2026-05-30 07:30:00,delivery,30,Inventory received for purchase order 718
3024,2,34,2026-05-30 07:30:00,delivery,72,Inventory received for purchase order 718
3025,2,28,2026-05-31 07:30:00,delivery,60,Inventory received for purchase order 719
3026,2,40,2026-05-31 07:30:00,delivery,56,Inventory received for purchase order 719
3027,2,17,2026-06-01 07:30:00,delivery,48,Inventory received for purchase order 720
3028,2,33,2026-06-01 07:30:00,delivery,42,Inventory received for purchase order 720
3029,2,5,2026-05-29 07:30:00,delivery,72,Inventory received for purchase order 721
3030,2,13,2026-05-29 07:30:00,delivery,72,Inventory received for purchase order 721
3031,2,18,2026-05-29 07:30:00,delivery,56,Inventory received for purchase order 721
3032,2,23,2026-05-29 07:30:00,delivery,56,Inventory received for purchase order 721
3033,2,31,2026-05-29 07:30:00,delivery,72,Inventory received for purchase order 721
3034,2,35,2026-05-29 07:30:00,delivery,96,Inventory received for purchase order 721
3035,2,45,2026-05-30 07:30:00,delivery,36,Inventory received for purchase order 722
3036,2,48,2026-05-30 07:30:00,delivery,60,Inventory received for purchase order 722
3037,2,1,2026-05-30 07:30:00,delivery,72,Inventory received for purchase order 723
3038,2,32,2026-05-30 07:30:00,delivery,60,Inventory received for purchase order 723
3039,2,39,2026-05-30 07:30:00,delivery,60,Inventory received for purchase order 723
3040,2,41,2026-05-30 07:30:00,delivery,48,Inventory received for purchase order 723
3041,2,44,2026-05-30 07:30:00,delivery,60,Inventory received for purchase order 723
3042,2,46,2026-05-30 07:30:00,delivery,48,Inventory received for purchase order 723
3043,2,47,2026-05-30 07:30:00,delivery,80,Inventory received for purchase order 724
3044,2,3,2026-06-07 07:30:00,delivery,60,Inventory received for purchase order 725
3045,2,9,2026-06-07 07:30:00,delivery,60,Inventory received for purchase order 725
3046,2,15,2026-06-07 07:30:00,delivery,48,Inventory received for purchase order 725
3047,2,2,2026-06-08 07:30:00,delivery,40,Inventory received for purchase order 726
3048,2,7,2026-06-08 07:30:00,delivery,32,Inventory received for purchase order 726
3049,2,14,2026-06-08 07:30:00,delivery,95,Inventory received for purchase order 726
3050,2,22,2026-06-08 07:30:00,delivery,78,Inventory received for purchase order 726
3051,2,24,2026-06-08 07:30:00,delivery,70,Inventory received for purchase order 726
3052,2,48,2026-06-08 07:30:00,delivery,96,Inventory received for purchase order 726
3053,2,25,2026-06-05 07:30:00,delivery,72,Inventory received for purchase order 727
3054,2,26,2026-06-05 07:30:00,delivery,72,Inventory received for purchase order 727
3055,2,30,2026-06-05 07:30:00,delivery,72,Inventory received for purchase order 727
3056,2,34,2026-06-06 07:30:00,delivery,80,Inventory received for purchase order 728
3057,2,46,2026-06-06 07:30:00,delivery,96,Inventory received for purchase order 728
3058,2,13,2026-06-06 07:30:00,delivery,40,Inventory received for purchase order 729
3059,2,20,2026-06-06 07:30:00,delivery,40,Inventory received for purchase order 729
3060,2,27,2026-06-06 07:30:00,delivery,24,Inventory received for purchase order 729
3061,2,28,2026-06-06 07:30:00,delivery,64,Inventory received for purchase order 729
3062,2,35,2026-06-06 07:30:00,delivery,40,Inventory received for purchase order 729
3063,2,44,2026-06-06 07:30:00,delivery,72,Inventory received for purchase order 729
3064,2,16,2026-06-06 07:30:00,delivery,60,Inventory received for purchase order 730
3065,2,29,2026-06-06 07:30:00,delivery,20,Inventory received for purchase order 730
3066,2,36,2026-06-06 07:30:00,delivery,64,Inventory received for purchase order 730
3067,2,43,2026-06-06 07:30:00,delivery,96,Inventory received for purchase order 730
3068,2,45,2026-06-06 07:30:00,delivery,88,Inventory received for purchase order 730
3069,2,11,2026-06-07 07:30:00,delivery,52,Inventory received for purchase order 731
3070,2,17,2026-06-07 07:30:00,delivery,69,Inventory received for purchase order 731
3071,2,32,2026-06-07 07:30:00,delivery,52,Inventory received for purchase order 731
3072,2,33,2026-06-07 07:30:00,delivery,46,Inventory received for purchase order 731
3073,2,5,2026-06-08 07:30:00,delivery,36,Inventory received for purchase order 732
3074,2,18,2026-06-08 07:30:00,delivery,72,Inventory received for purchase order 732
3075,2,21,2026-06-08 07:30:00,delivery,96,Inventory received for purchase order 732
3076,2,23,2026-06-08 07:30:00,delivery,64,Inventory received for purchase order 732
3077,2,37,2026-06-08 07:30:00,delivery,72,Inventory received for purchase order 732
3078,2,1,2026-06-05 07:30:00,delivery,72,Inventory received for purchase order 733
3079,2,10,2026-06-05 07:30:00,delivery,96,Inventory received for purchase order 733
3080,2,19,2026-06-05 07:30:00,delivery,20,Inventory received for purchase order 733
3081,2,31,2026-06-05 07:30:00,delivery,48,Inventory received for purchase order 733
3082,2,39,2026-06-05 07:30:00,delivery,60,Inventory received for purchase order 733
3083,2,40,2026-06-05 07:30:00,delivery,72,Inventory received for purchase order 733
3084,2,41,2026-06-06 07:30:00,delivery,88,Inventory received for purchase order 734
3085,2,47,2026-06-06 07:30:00,delivery,72,Inventory received for purchase order 734
3086,2,3,2026-06-13 07:30:00,delivery,79,Inventory received for purchase order 735
3087,2,9,2026-06-13 07:30:00,delivery,60,Inventory received for purchase order 735
3088,2,11,2026-06-13 07:30:00,delivery,60,Inventory received for purchase order 735
3089,2,15,2026-06-13 07:30:00,delivery,48,Inventory received for purchase order 735
3090,2,21,2026-06-13 07:30:00,delivery,48,Inventory received for purchase order 735
3091,2,10,2026-06-13 07:30:00,delivery,24,Inventory received for purchase order 736
3092,2,14,2026-06-13 07:30:00,delivery,48,Inventory received for purchase order 736
3093,2,24,2026-06-13 07:30:00,delivery,40,Inventory received for purchase order 736
3094,2,26,2026-06-13 07:30:00,delivery,84,Inventory received for purchase order 736
3095,2,37,2026-06-13 07:30:00,delivery,56,Inventory received for purchase order 736
3096,2,41,2026-06-13 07:30:00,delivery,60,Inventory received for purchase order 736
3097,2,7,2026-06-14 07:30:00,delivery,72,Inventory received for purchase order 737
3098,2,25,2026-06-14 07:30:00,delivery,60,Inventory received for purchase order 737
3099,2,29,2026-06-14 07:30:00,delivery,96,Inventory received for purchase order 737
3100,2,30,2026-06-14 07:30:00,delivery,36,Inventory received for purchase order 737
3101,2,36,2026-06-14 07:30:00,delivery,70,Inventory received for purchase order 737
3102,2,16,2026-06-15 07:30:00,delivery,48,Inventory received for purchase order 738
3103,2,18,2026-06-15 07:30:00,delivery,60,Inventory received for purchase order 738
3104,2,22,2026-06-15 07:30:00,delivery,54,Inventory received for purchase order 738
3105,2,19,2026-06-12 07:30:00,delivery,72,Inventory received for purchase order 739
3106,2,20,2026-06-12 07:30:00,delivery,60,Inventory received for purchase order 739
3107,2,27,2026-06-12 07:30:00,delivery,84,Inventory received for purchase order 739
3108,2,34,2026-06-12 07:30:00,delivery,60,Inventory received for purchase order 739
3109,2,47,2026-06-12 07:30:00,delivery,60,Inventory received for purchase order 739
3110,2,28,2026-06-13 07:30:00,delivery,48,Inventory received for purchase order 740
3111,2,40,2026-06-13 07:30:00,delivery,72,Inventory received for purchase order 740
3112,2,43,2026-06-13 07:30:00,delivery,72,Inventory received for purchase order 740
3113,2,17,2026-06-13 07:30:00,delivery,48,Inventory received for purchase order 741
3114,2,33,2026-06-13 07:30:00,delivery,54,Inventory received for purchase order 741
3115,2,2,2026-06-13 07:30:00,delivery,60,Inventory received for purchase order 742
3116,2,5,2026-06-13 07:30:00,delivery,72,Inventory received for purchase order 742
3117,2,13,2026-06-13 07:30:00,delivery,72,Inventory received for purchase order 742
3118,2,23,2026-06-13 07:30:00,delivery,56,Inventory received for purchase order 742
3119,2,31,2026-06-13 07:30:00,delivery,48,Inventory received for purchase order 742
3120,2,35,2026-06-13 07:30:00,delivery,96,Inventory received for purchase order 742
3121,2,45,2026-06-14 07:30:00,delivery,84,Inventory received for purchase order 743
3122,2,48,2026-06-14 07:30:00,delivery,40,Inventory received for purchase order 743
3123,2,1,2026-06-15 07:30:00,delivery,35,Inventory received for purchase order 744
3124,2,32,2026-06-15 07:30:00,delivery,40,Inventory received for purchase order 744
3125,2,39,2026-06-15 07:30:00,delivery,80,Inventory received for purchase order 744
3126,2,44,2026-06-15 07:30:00,delivery,50,Inventory received for purchase order 744
3127,2,46,2026-06-15 07:30:00,delivery,48,Inventory received for purchase order 744
3128,2,3,2026-06-19 07:30:00,delivery,60,Inventory received for purchase order 745
3129,2,9,2026-06-19 07:30:00,delivery,70,Inventory received for purchase order 745
3130,2,15,2026-06-19 07:30:00,delivery,96,Inventory received for purchase order 745
3131,2,20,2026-06-19 07:30:00,delivery,72,Inventory received for purchase order 745
3132,2,21,2026-06-19 07:30:00,delivery,56,Inventory received for purchase order 745
3133,2,2,2026-06-20 07:30:00,delivery,40,Inventory received for purchase order 746
3134,2,7,2026-06-20 07:30:00,delivery,48,Inventory received for purchase order 746
3135,2,14,2026-06-20 07:30:00,delivery,72,Inventory received for purchase order 746
3136,2,22,2026-06-20 07:30:00,delivery,78,Inventory received for purchase order 746
3137,2,24,2026-06-20 07:30:00,delivery,70,Inventory received for purchase order 746
3138,2,27,2026-06-20 07:30:00,delivery,72,Inventory received for purchase order 746
3139,2,48,2026-06-20 07:30:00,delivery,72,Inventory received for purchase order 747
3140,2,25,2026-06-20 07:30:00,delivery,46,Inventory received for purchase order 748
3141,2,30,2026-06-20 07:30:00,delivery,35,Inventory received for purchase order 748
3142,2,34,2026-06-21 07:30:00,delivery,60,Inventory received for purchase order 749
3143,2,44,2026-06-21 07:30:00,delivery,48,Inventory received for purchase order 749
3144,2,46,2026-06-21 07:30:00,delivery,48,Inventory received for purchase order 749
3145,2,13,2026-06-22 07:30:00,delivery,60,Inventory received for purchase order 750
3146,2,28,2026-06-22 07:30:00,delivery,64,Inventory received for purchase order 750
3147,2,35,2026-06-22 07:30:00,delivery,20,Inventory received for purchase order 750
3148,2,16,2026-06-19 07:30:00,delivery,60,Inventory received for purchase order 751
3149,2,26,2026-06-19 07:30:00,delivery,40,Inventory received for purchase order 751
3150,2,29,2026-06-19 07:30:00,delivery,20,Inventory received for purchase order 751
3151,2,36,2026-06-19 07:30:00,delivery,40,Inventory received for purchase order 751
3152,2,43,2026-06-19 07:30:00,delivery,72,Inventory received for purchase order 751
3153,2,45,2026-06-19 07:30:00,delivery,64,Inventory received for purchase order 751
3154,2,11,2026-06-20 07:30:00,delivery,54,Inventory received for purchase order 752
3155,2,17,2026-06-20 07:30:00,delivery,72,Inventory received for purchase order 752
3156,2,32,2026-06-20 07:30:00,delivery,42,Inventory received for purchase order 752
3157,2,33,2026-06-20 07:30:00,delivery,54,Inventory received for purchase order 752
3158,2,5,2026-06-20 07:30:00,delivery,36,Inventory received for purchase order 753
3159,2,18,2026-06-20 07:30:00,delivery,56,Inventory received for purchase order 753
3160,2,23,2026-06-20 07:30:00,delivery,55,Inventory received for purchase order 753
3161,2,37,2026-06-20 07:30:00,delivery,72,Inventory received for purchase order 753
3162,2,39,2026-06-20 07:30:00,delivery,50,Inventory received for purchase order 753
3163,2,1,2026-06-20 07:30:00,delivery,72,Inventory received for purchase order 754
3164,2,10,2026-06-20 07:30:00,delivery,72,Inventory received for purchase order 754
3165,2,19,2026-06-20 07:30:00,delivery,40,Inventory received for purchase order 754
3166,2,31,2026-06-20 07:30:00,delivery,48,Inventory received for purchase order 754
3167,2,40,2026-06-20 07:30:00,delivery,72,Inventory received for purchase order 754
3168,2,41,2026-06-20 07:30:00,delivery,72,Inventory received for purchase order 754
3169,2,47,2026-06-21 07:30:00,delivery,48,Inventory received for purchase order 755
3170,2,3,2026-06-29 07:30:00,delivery,60,Inventory received for purchase order 756
3171,2,9,2026-06-29 07:30:00,delivery,60,Inventory received for purchase order 756
3172,2,11,2026-06-29 07:30:00,delivery,60,Inventory received for purchase order 756
3173,2,15,2026-06-29 07:30:00,delivery,48,Inventory received for purchase order 756
3174,2,10,2026-06-26 07:30:00,delivery,72,Inventory received for purchase order 757
3175,2,14,2026-06-26 07:30:00,delivery,72,Inventory received for purchase order 757
3176,2,24,2026-06-26 07:30:00,delivery,30,Inventory received for purchase order 757
3177,2,26,2026-06-26 07:30:00,delivery,72,Inventory received for purchase order 757
3178,2,37,2026-06-26 07:30:00,delivery,56,Inventory received for purchase order 757
3179,2,41,2026-06-26 07:30:00,delivery,48,Inventory received for purchase order 757
3180,2,7,2026-06-27 07:30:00,delivery,108,Inventory received for purchase order 758
3181,2,25,2026-06-27 07:30:00,delivery,72,Inventory received for purchase order 758
3182,2,29,2026-06-27 07:30:00,delivery,96,Inventory received for purchase order 758
3183,2,30,2026-06-27 07:30:00,delivery,72,Inventory received for purchase order 758
3184,2,36,2026-06-27 07:30:00,delivery,70,Inventory received for purchase order 758
3185,2,16,2026-06-27 07:30:00,delivery,24,Inventory received for purchase order 759
3186,2,18,2026-06-27 07:30:00,delivery,78,Inventory received for purchase order 759
3187,2,22,2026-06-27 07:30:00,delivery,78,Inventory received for purchase order 759
3188,2,43,2026-06-27 07:30:00,delivery,50,Inventory received for purchase order 759
3189,2,2,2026-06-27 07:30:00,delivery,72,Inventory received for purchase order 760
3190,2,19,2026-06-27 07:30:00,delivery,72,Inventory received for purchase order 760
3191,2,20,2026-06-27 07:30:00,delivery,40,Inventory received for purchase order 760
3192,2,27,2026-06-27 07:30:00,delivery,54,Inventory received for purchase order 760
3193,2,34,2026-06-27 07:30:00,delivery,24,Inventory received for purchase order 760
3194,2,47,2026-06-27 07:30:00,delivery,80,Inventory received for purchase order 760
3195,2,28,2026-06-28 07:30:00,delivery,60,Inventory received for purchase order 761
3196,2,40,2026-06-28 07:30:00,delivery,48,Inventory received for purchase order 761
3197,2,17,2026-06-29 07:30:00,delivery,47,Inventory received for purchase order 762
3198,2,33,2026-06-29 07:30:00,delivery,54,Inventory received for purchase order 762
3199,2,13,2026-06-26 07:30:00,delivery,72,Inventory received for purchase order 763
3200,2,21,2026-06-26 07:30:00,delivery,96,Inventory received for purchase order 763
3201,2,23,2026-06-26 07:30:00,delivery,72,Inventory received for purchase order 763
3202,2,31,2026-06-26 07:30:00,delivery,48,Inventory received for purchase order 763
3203,2,35,2026-06-26 07:30:00,delivery,96,Inventory received for purchase order 763
3204,2,39,2026-06-26 07:30:00,delivery,60,Inventory received for purchase order 763
3205,2,45,2026-06-27 07:30:00,delivery,60,Inventory received for purchase order 764
3206,2,48,2026-06-27 07:30:00,delivery,30,Inventory received for purchase order 764
3207,2,1,2026-06-27 07:30:00,delivery,69,Inventory received for purchase order 765
3208,2,5,2026-06-27 07:30:00,delivery,69,Inventory received for purchase order 765
3209,2,32,2026-06-27 07:30:00,delivery,57,Inventory received for purchase order 765
3210,2,44,2026-06-27 07:30:00,delivery,97,Inventory received for purchase order 765
3211,2,46,2026-06-27 07:30:00,delivery,69,Inventory received for purchase order 765
3212,2,3,2026-07-04 07:30:00,delivery,80,Inventory received for purchase order 766
3213,2,9,2026-07-04 07:30:00,delivery,60,Inventory received for purchase order 766
3214,2,15,2026-07-04 07:30:00,delivery,96,Inventory received for purchase order 766
3215,2,21,2026-07-04 07:30:00,delivery,64,Inventory received for purchase order 766
3216,2,7,2026-07-05 07:30:00,delivery,48,Inventory received for purchase order 767
3217,2,14,2026-07-05 07:30:00,delivery,96,Inventory received for purchase order 767
3218,2,22,2026-07-05 07:30:00,delivery,90,Inventory received for purchase order 767
3219,2,24,2026-07-05 07:30:00,delivery,70,Inventory received for purchase order 767
3220,2,27,2026-07-05 07:30:00,delivery,108,Inventory received for purchase order 767
3221,2,48,2026-07-05 07:30:00,delivery,96,Inventory received for purchase order 767
3222,2,25,2026-07-06 07:30:00,delivery,72,Inventory received for purchase order 768
3223,2,26,2026-07-06 07:30:00,delivery,72,Inventory received for purchase order 768
3224,2,30,2026-07-06 07:30:00,delivery,36,Inventory received for purchase order 768
3225,2,34,2026-07-03 07:30:00,delivery,80,Inventory received for purchase order 769
3226,2,44,2026-07-03 07:30:00,delivery,48,Inventory received for purchase order 769
3227,2,46,2026-07-03 07:30:00,delivery,72,Inventory received for purchase order 769
3228,2,13,2026-07-04 07:30:00,delivery,80,Inventory received for purchase order 770
3229,2,20,2026-07-04 07:30:00,delivery,70,Inventory received for purchase order 770
3230,2,28,2026-07-04 07:30:00,delivery,80,Inventory received for purchase order 770
3231,2,35,2026-07-04 07:30:00,delivery,60,Inventory received for purchase order 770
3232,2,47,2026-07-04 07:30:00,delivery,80,Inventory received for purchase order 770
3233,2,16,2026-07-04 07:30:00,delivery,60,Inventory received for purchase order 771
3234,2,36,2026-07-04 07:30:00,delivery,63,Inventory received for purchase order 771
3235,2,43,2026-07-04 07:30:00,delivery,72,Inventory received for purchase order 771
3236,2,45,2026-07-04 07:30:00,delivery,72,Inventory received for purchase order 771
3237,2,11,2026-07-04 07:30:00,delivery,90,Inventory received for purchase order 772
3238,2,17,2026-07-04 07:30:00,delivery,72,Inventory received for purchase order 772
3239,2,32,2026-07-04 07:30:00,delivery,84,Inventory received for purchase order 772
3240,2,33,2026-07-04 07:30:00,delivery,60,Inventory received for purchase order 772
3241,2,2,2026-07-05 07:30:00,delivery,60,Inventory received for purchase order 773
3242,2,18,2026-07-05 07:30:00,delivery,80,Inventory received for purchase order 773
3243,2,23,2026-07-05 07:30:00,delivery,64,Inventory received for purchase order 773
3244,2,31,2026-07-05 07:30:00,delivery,60,Inventory received for purchase order 773
3245,2,37,2026-07-05 07:30:00,delivery,72,Inventory received for purchase order 773
3246,2,1,2026-07-06 07:30:00,delivery,72,Inventory received for purchase order 774
3247,2,5,2026-07-06 07:30:00,delivery,80,Inventory received for purchase order 774
3248,2,10,2026-07-06 07:30:00,delivery,72,Inventory received for purchase order 774
3249,2,19,2026-07-06 07:30:00,delivery,90,Inventory received for purchase order 774
3250,2,39,2026-07-06 07:30:00,delivery,60,Inventory received for purchase order 774
3251,2,40,2026-07-06 07:30:00,delivery,72,Inventory received for purchase order 774
3252,2,41,2026-07-03 07:30:00,delivery,80,Inventory received for purchase order 775
3253,2,3,2026-07-11 07:30:00,delivery,100,Inventory received for purchase order 776
3254,2,9,2026-07-11 07:30:00,delivery,60,Inventory received for purchase order 776
3255,2,11,2026-07-11 07:30:00,delivery,60,Inventory received for purchase order 776
3256,2,15,2026-07-11 07:30:00,delivery,48,Inventory received for purchase order 776
3257,2,20,2026-07-11 07:30:00,delivery,72,Inventory received for purchase order 776
3258,2,7,2026-07-11 07:30:00,delivery,72,Inventory received for purchase order 777
3259,2,10,2026-07-11 07:30:00,delivery,64,Inventory received for purchase order 777
3260,2,14,2026-07-11 07:30:00,delivery,48,Inventory received for purchase order 777
3261,2,24,2026-07-11 07:30:00,delivery,60,Inventory received for purchase order 777
3262,2,26,2026-07-11 07:30:00,delivery,60,Inventory received for purchase order 777
3263,2,27,2026-07-11 07:30:00,delivery,36,Inventory received for purchase order 777
3264,2,41,2026-07-11 07:30:00,delivery,60,Inventory received for purchase order 778
3265,2,25,2026-07-12 07:30:00,delivery,48,Inventory received for purchase order 779
3266,2,29,2026-07-12 07:30:00,delivery,96,Inventory received for purchase order 779
3267,2,30,2026-07-12 07:30:00,delivery,72,Inventory received for purchase order 779
3268,2,36,2026-07-12 07:30:00,delivery,60,Inventory received for purchase order 779
3269,2,16,2026-07-13 07:30:00,delivery,60,Inventory received for purchase order 780
3270,2,18,2026-07-13 07:30:00,delivery,72,Inventory received for purchase order 780
3271,2,22,2026-07-13 07:30:00,delivery,41,Inventory received for purchase order 780
3272,2,43,2026-07-13 07:30:00,delivery,60,Inventory received for purchase order 780
3273,2,19,2026-07-10 07:30:00,delivery,72,Inventory received for purchase order 781
3274,2,34,2026-07-10 07:30:00,delivery,48,Inventory received for purchase order 781
3275,2,35,2026-07-10 07:30:00,delivery,100,Inventory received for purchase order 781
3276,2,47,2026-07-10 07:30:00,delivery,80,Inventory received for purchase order 781
3277,2,28,2026-07-11 07:30:00,delivery,63,Inventory received for purchase order 782
3278,2,40,2026-07-11 07:30:00,delivery,69,Inventory received for purchase order 782
3279,2,17,2026-07-11 07:30:00,delivery,72,Inventory received for purchase order 783
3280,2,33,2026-07-11 07:30:00,delivery,72,Inventory received for purchase order 783
3281,2,37,2026-07-11 07:30:00,delivery,48,Inventory received for purchase order 783
3282,2,2,2026-07-11 07:30:00,delivery,40,Inventory received for purchase order 784
3283,2,13,2026-07-11 07:30:00,delivery,36,Inventory received for purchase order 784
3284,2,21,2026-07-11 07:30:00,delivery,96,Inventory received for purchase order 784
3285,2,23,2026-07-11 07:30:00,delivery,64,Inventory received for purchase order 784
3286,2,39,2026-07-11 07:30:00,delivery,80,Inventory received for purchase order 784
3287,2,45,2026-07-11 07:30:00,delivery,60,Inventory received for purchase order 784
3288,2,48,2026-07-12 07:30:00,delivery,50,Inventory received for purchase order 785
3289,2,1,2026-07-13 07:30:00,delivery,72,Inventory received for purchase order 786
3290,2,5,2026-07-13 07:30:00,delivery,64,Inventory received for purchase order 786
3291,2,31,2026-07-13 07:30:00,delivery,72,Inventory received for purchase order 786
3292,2,32,2026-07-13 07:30:00,delivery,60,Inventory received for purchase order 786
3293,2,44,2026-07-13 07:30:00,delivery,70,Inventory received for purchase order 786
3294,2,46,2026-07-13 07:30:00,delivery,72,Inventory received for purchase order 786
3295,2,3,2026-07-17 07:30:00,delivery,60,Inventory received for purchase order 787
3296,2,9,2026-07-17 07:30:00,delivery,40,Inventory received for purchase order 787
3297,2,15,2026-07-17 07:30:00,delivery,48,Inventory received for purchase order 787
3298,2,20,2026-07-17 07:30:00,delivery,72,Inventory received for purchase order 787
3299,2,21,2026-07-17 07:30:00,delivery,32,Inventory received for purchase order 787
3300,2,2,2026-07-18 07:30:00,delivery,60,Inventory received for purchase order 788
3301,2,14,2026-07-18 07:30:00,delivery,24,Inventory received for purchase order 788
3302,2,22,2026-07-18 07:30:00,delivery,90,Inventory received for purchase order 788
3303,2,24,2026-07-18 07:30:00,delivery,50,Inventory received for purchase order 788
3304,2,48,2026-07-18 07:30:00,delivery,72,Inventory received for purchase order 788
