delivery_id,purchase_order_id,delivery_date,delivery_status,notes
898,898,2025-12-27,received,Demand-driven synthetic replenishment delivery
899,899,2025-12-28,received,Demand-driven synthetic replenishment delivery
900,900,2026-01-05,received,Demand-driven synthetic replenishment delivery
901,901,2026-01-02,partial,Demand-driven synthetic replenishment delivery
902,902,2026-01-03,received,Demand-driven synthetic replenishment delivery
903,903,2026-01-03,received,Demand-driven synthetic replenishment delivery
904,904,2026-01-03,received,Demand-driven synthetic replenishment delivery
905,905,2026-01-04,received,Demand-driven synthetic replenishment delivery
906,906,2026-01-05,received,Demand-driven synthetic replenishment delivery
907,907,2026-01-02,received,Demand-driven synthetic replenishment delivery
908,908,2026-01-03,received,Demand-driven synthetic replenishment delivery
909,909,2026-01-03,received,Demand-driven synthetic replenishment delivery
910,910,2026-01-10,received,Demand-driven synthetic replenishment delivery
911,911,2026-01-11,received,Demand-driven synthetic replenishment delivery
912,912,2026-01-12,received,Demand-driven synthetic replenishment delivery
913,913,2026-01-09,received,Demand-driven synthetic replenishment delivery
914,914,2026-01-10,received,Demand-driven synthetic replenishment delivery
915,915,2026-01-10,received,Demand-driven synthetic replenishment delivery
916,916,2026-01-10,received,Demand-driven synthetic replenishment delivery
917,917,2026-01-11,received,Demand-driven synthetic replenishment delivery
918,918,2026-01-12,partial,Demand-driven synthetic replenishment delivery
919,919,2026-01-09,received,Demand-driven synthetic replenishment delivery
920,920,2026-01-17,received,Demand-driven synthetic replenishment delivery
921,921,2026-01-17,received,Demand-driven synthetic replenishment delivery
922,922,2026-01-17,received,Demand-driven synthetic replenishment delivery
923,923,2026-01-18,received,Demand-driven synthetic replenishment delivery
924,924,2026-01-19,received,Demand-driven synthetic replenishment delivery
925,925,2026-01-16,received,Demand-driven synthetic replenishment delivery
926,926,2026-01-17,received,Demand-driven synthetic replenishment delivery
927,927,2026-01-17,received,Demand-driven synthetic replenishment delivery
928,928,2026-01-17,received,Demand-driven synthetic replenishment delivery
929,929,2026-01-18,received,Demand-driven synthetic replenishment delivery
930,930,2026-01-19,received,Demand-driven synthetic replenishment delivery
931,931,2026-01-23,received,Demand-driven synthetic replenishment delivery
932,932,2026-01-24,received,Demand-driven synthetic replenishment delivery
933,933,2026-01-24,received,Demand-driven synthetic replenishment delivery
934,934,2026-01-24,received,Demand-driven synthetic replenishment delivery
935,935,2026-01-25,partial,Demand-driven synthetic replenishment delivery
936,936,2026-01-26,received,Demand-driven synthetic replenishment delivery
937,937,2026-01-23,received,Demand-driven synthetic replenishment delivery
938,938,2026-01-24,received,Demand-driven synthetic replenishment delivery
939,939,2026-01-24,received,Demand-driven synthetic replenishment delivery
940,940,2026-01-24,received,Demand-driven synthetic replenishment delivery
941,941,2026-02-01,received,Demand-driven synthetic replenishment delivery
942,942,2026-02-02,received,Demand-driven synthetic replenishment delivery
943,943,2026-01-30,received,Demand-driven synthetic replenishment delivery
944,944,2026-01-31,received,Demand-driven synthetic replenishment delivery
945,945,2026-01-31,received,Demand-driven synthetic replenishment delivery
946,946,2026-01-31,received,Demand-driven synthetic replenishment delivery
947,947,2026-02-01,received,Demand-driven synthetic replenishment delivery
948,948,2026-02-02,received,Demand-driven synthetic replenishment delivery
949,949,2026-01-30,received,Demand-driven synthetic replenishment delivery
950,950,2026-01-31,received,Demand-driven synthetic replenishment delivery
951,951,2026-01-31,received,Demand-driven synthetic replenishment delivery
952,952,2026-02-07,partial,Demand-driven synthetic replenishment delivery
953,953,2026-02-08,received,Demand-driven synthetic replenishment delivery
954,954,2026-02-09,received,Demand-driven synthetic replenishment delivery
955,955,2026-02-06,received,Demand-driven synthetic replenishment delivery
956,956,2026-02-07,received,Demand-driven synthetic replenishment delivery
957,957,2026-02-07,received,Demand-driven synthetic replenishment delivery
958,958,2026-02-07,received,Demand-driven synthetic replenishment delivery
959,959,2026-02-08,received,Demand-driven synthetic replenishment delivery
960,960,2026-02-09,received,Demand-driven synthetic replenishment delivery
961,961,2026-02-06,received,Demand-driven synthetic replenishment delivery
962,962,2026-02-07,received,Demand-driven synthetic replenishment delivery
963,963,2026-02-14,received,Demand-driven synthetic replenishment delivery
964,964,2026-02-14,received,Demand-driven synthetic replenishment delivery
965,965,2026-02-15,received,Demand-driven synthetic replenishment delivery
966,966,2026-02-16,received,Demand-driven synthetic replenishment delivery
967,967,2026-02-13,received,Demand-driven synthetic replenishment delivery
968,968,2026-02-14,received,Demand-driven synthetic replenishment delivery
969,969,2026-02-14,partial,Demand-driven synthetic replenishment delivery
970,970,2026-02-14,received,Demand-driven synthetic replenishment delivery
971,971,2026-02-15,received,Demand-driven synthetic replenishment delivery
972,972,2026-02-16,received,Demand-driven synthetic replenishment delivery
973,973,2026-02-20,received,Demand-driven synthetic replenishment delivery
974,974,2026-02-21,received,Demand-driven synthetic replenishment delivery
975,975,2026-02-21,received,Demand-driven synthetic replenishment delivery
976,976,2026-02-21,received,Demand-driven synthetic replenishment delivery
977,977,2026-02-22,received,Demand-driven synthetic replenishment delivery
978,978,2026-02-23,received,Demand-driven synthetic replenishment delivery
979,979,2026-02-20,received,Demand-driven synthetic replenishment delivery
980,980,2026-02-21,received,Demand-driven synthetic replenishment delivery
981,981,2026-02-21,received,Demand-driven synthetic replenishment delivery
982,982,2026-02-21,received,Demand-driven synthetic replenishment delivery
983,983,2026-03-01,received,Demand-driven synthetic replenishment delivery
984,984,2026-03-02,received,Demand-driven synthetic replenishment delivery
985,985,2026-02-27,received,Demand-driven synthetic replenishment delivery
986,986,2026-02-28,partial,Demand-driven synthetic replenishment delivery
987,987,2026-02-28,received,Demand-driven synthetic replenishment delivery
988,988,2026-02-28,received,Demand-driven synthetic replenishment delivery
989,989,2026-03-01,received,Demand-driven synthetic replenishment delivery
990,990,2026-03-02,received,Demand-driven synthetic replenishment delivery
991,991,2026-02-27,received,Demand-driven synthetic replenishment delivery
992,992,2026-02-28,received,Demand-driven synthetic replenishment delivery
993,993,2026-03-07,received,Demand-driven synthetic replenishment delivery
994,994,2026-03-07,received,Demand-driven synthetic replenishment delivery
995,995,2026-03-08,received,Demand-driven synthetic replenishment delivery
996,996,2026-03-09,received,Demand-driven synthetic replenishment delivery
997,997,2026-03-06,received,Demand-driven synthetic replenishment delivery
998,998,2026-03-07,received,Demand-driven synthetic replenishment delivery
999,999,2026-03-07,received,Demand-driven synthetic replenishment delivery
1000,1000,2026-03-07,received,Demand-driven synthetic replenishment delivery
1001,1001,2026-03-08,received,Demand-driven synthetic replenishment delivery
1002,1002,2026-03-09,received,Demand-driven synthetic replenishment delivery
1003,1003,2026-03-06,partial,Demand-driven synthetic replenishment delivery
1004,1004,2026-03-14,received,Demand-driven synthetic replenishment delivery
1005,1005,2026-03-14,received,Demand-driven synthetic replenishment delivery
1006,1006,2026-03-14,received,Demand-driven synthetic replenishment delivery
1007,1007,2026-03-15,received,Demand-driven synthetic replenishment delivery
1008,1008,2026-03-16,received,Demand-driven synthetic replenishment delivery
1009,1009,2026-03-13,received,Demand-driven synthetic replenishment delivery
1010,1010,2026-03-14,received,Demand-driven synthetic replenishment delivery
1011,1011,2026-03-14,received,Demand-driven synthetic replenishment delivery
1012,1012,2026-03-14,received,Demand-driven synthetic replenishment delivery
1013,1013,2026-03-15,received,Demand-driven synthetic replenishment delivery
1014,1014,2026-03-16,received,Demand-driven synthetic replenishment delivery
1015,1015,2026-03-20,received,Demand-driven synthetic replenishment delivery
1016,1016,2026-03-21,received,Demand-driven synthetic replenishment delivery
1017,1017,2026-03-21,received,Demand-driven synthetic replenishment delivery
1018,1018,2026-03-21,received,Demand-driven synthetic replenishment delivery
1019,1019,2026-03-22,received,Demand-driven synthetic replenishment delivery
1020,1020,2026-03-23,partial,Demand-driven synthetic replenishment delivery
1021,1021,2026-03-20,received,Demand-driven synthetic replenishment delivery
1022,1022,2026-03-21,received,Demand-driven synthetic replenishment delivery
1023,1023,2026-03-21,received,Demand-driven synthetic replenishment delivery
1024,1024,2026-03-21,received,Demand-driven synthetic replenishment delivery
1025,1025,2026-03-29,received,Demand-driven synthetic replenishment delivery
1026,1026,2026-03-30,received,Demand-driven synthetic replenishment delivery
1027,1027,2026-03-27,received,Demand-driven synthetic replenishment delivery
1028,1028,2026-03-28,received,Demand-driven synthetic replenishment delivery
1029,1029,2026-03-28,received,Demand-driven synthetic replenishment delivery
1030,1030,2026-03-28,received,Demand-driven synthetic replenishment delivery
1031,1031,2026-03-29,received,Demand-driven synthetic replenishment delivery
1032,1032,2026-03-30,received,Demand-driven synthetic replenishment delivery
1033,1033,2026-03-27,received,Demand-driven synthetic replenishment delivery
1034,1034,2026-03-28,received,Demand-driven synthetic replenishment delivery
1035,1035,2026-04-04,received,Demand-driven synthetic replenishment delivery
1036,1036,2026-04-04,received,Demand-driven synthetic replenishment delivery
1037,1037,2026-04-05,partial,Demand-driven synthetic replenishment delivery
1038,1038,2026-04-06,received,Demand-driven synthetic replenishment delivery
1039,1039,2026-04-03,received,Demand-driven synthetic replenishment delivery
1040,1040,2026-04-04,received,Demand-driven synthetic replenishment delivery
1041,1041,2026-04-04,received,Demand-driven synthetic replenishment delivery
1042,1042,2026-04-04,received,Demand-driven synthetic replenishment delivery
1043,1043,2026-04-05,received,Demand-driven synthetic replenishment delivery
1044,1044,2026-04-06,received,Demand-driven synthetic replenishment delivery
1045,1045,2026-04-10,received,Demand-driven synthetic replenishment delivery
1046,1046,2026-04-11,received,Demand-driven synthetic replenishment delivery
1047,1047,2026-04-11,received,Demand-driven synthetic replenishment delivery
1048,1048,2026-04-11,received,Demand-driven synthetic replenishment delivery
1049,1049,2026-04-12,received,Demand-driven synthetic replenishment delivery
1050,1050,2026-04-13,received,Demand-driven synthetic replenishment delivery
1051,1051,2026-04-10,received,Demand-driven synthetic replenishment delivery
1052,1052,2026-04-11,received,Demand-driven synthetic replenishment delivery
1053,1053,2026-04-11,received,Demand-driven synthetic replenishment delivery
1054,1054,2026-04-11,partial,Demand-driven synthetic replenishment delivery
1055,1055,2026-04-12,received,Demand-driven synthetic replenishment delivery
1056,1056,2026-04-20,received,Demand-driven synthetic replenishment delivery
1057,1057,2026-04-17,received,Demand-driven synthetic replenishment delivery
1058,1058,2026-04-18,received,Demand-driven synthetic replenishment delivery
1059,1059,2026-04-18,received,Demand-driven synthetic replenishment delivery
1060,1060,2026-04-18,received,Demand-driven synthetic replenishment delivery
1061,1061,2026-04-19,received,Demand-driven synthetic replenishment delivery
1062,1062,2026-04-20,received,Demand-driven synthetic replenishment delivery
1063,1063,2026-04-17,received,Demand-driven synthetic replenishment delivery
1064,1064,2026-04-18,received,Demand-driven synthetic replenishment delivery
1065,1065,2026-04-18,received,Demand-driven synthetic replenishment delivery
1066,1066,2026-04-25,received,Demand-driven synthetic replenishment delivery
1067,1067,2026-04-26,received,Demand-driven synthetic replenishment delivery
1068,1068,2026-04-27,received,Demand-driven synthetic replenishment delivery
1069,1069,2026-04-24,received,Demand-driven synthetic replenishment delivery
1070,1070,2026-04-25,received,Demand-driven synthetic replenishment delivery
1071,1071,2026-04-25,partial,Demand-driven synthetic replenishment delivery
1072,1072,2026-04-25,received,Demand-driven synthetic replenishment delivery
1073,1073,2026-04-26,received,Demand-driven synthetic replenishment delivery
1074,1074,2026-04-27,received,Demand-driven synthetic replenishment delivery
1075,1075,2026-04-24,received,Demand-driven synthetic replenishment delivery
1076,1076,2026-04-25,received,Demand-driven synthetic replenishment delivery
1077,1077,2026-05-02,received,Demand-driven synthetic replenishment delivery
1078,1078,2026-05-02,received,Demand-driven synthetic replenishment delivery
1079,1079,2026-05-03,received,Demand-driven synthetic replenishment delivery
1080,1080,2026-05-04,received,Demand-driven synthetic replenishment delivery
1081,1081,2026-05-01,received,Demand-driven synthetic replenishment delivery
1082,1082,2026-05-02,received,Demand-driven synthetic replenishment delivery
1083,1083,2026-05-02,received,Demand-driven synthetic replenishment delivery
1084,1084,2026-05-02,received,Demand-driven synthetic replenishment delivery
1085,1085,2026-05-03,received,Demand-driven synthetic replenishment delivery
1086,1086,2026-05-04,received,Demand-driven synthetic replenishment delivery
1087,1087,2026-05-08,received,Demand-driven synthetic replenishment delivery
1088,1088,2026-05-09,partial,Demand-driven synthetic replenishment delivery
1089,1089,2026-05-09,received,Demand-driven synthetic replenishment delivery
1090,1090,2026-05-09,received,Demand-driven synthetic replenishment delivery
1091,1091,2026-05-10,received,Demand-driven synthetic replenishment delivery
1092,1092,2026-05-11,received,Demand-driven synthetic replenishment delivery
1093,1093,2026-05-08,received,Demand-driven synthetic replenishment delivery
1094,1094,2026-05-09,received,Demand-driven synthetic replenishment delivery
1095,1095,2026-05-09,received,Demand-driven synthetic replenishment delivery
1096,1096,2026-05-09,received,Demand-driven synthetic replenishment delivery
1097,1097,2026-05-17,received,Demand-driven synthetic replenishment delivery
1098,1098,2026-05-18,received,Demand-driven synthetic replenishment delivery
1099,1099,2026-05-15,received,Demand-driven synthetic replenishment delivery
1100,1100,2026-05-16,received,Demand-driven synthetic replenishment delivery
1101,1101,2026-05-16,received,Demand-driven synthetic replenishment delivery
1102,1102,2026-05-16,received,Demand-driven synthetic replenishment delivery
1103,1103,2026-05-17,received,Demand-driven synthetic replenishment delivery
1104,1104,2026-05-18,received,Demand-driven synthetic replenishment delivery
1105,1105,2026-05-15,partial,Demand-driven synthetic replenishment delivery
1106,1106,2026-05-16,received,Demand-driven synthetic replenishment delivery
1107,1107,2026-05-23,received,Demand-driven synthetic replenishment delivery
1108,1108,2026-05-23,received,Demand-driven synthetic replenishment delivery
1109,1109,2026-05-24,received,Demand-driven synthetic replenishment delivery
1110,1110,2026-05-25,received,Demand-driven synthetic replenishment delivery
1111,1111,2026-05-22,received,Demand-driven synthetic replenishment delivery
1112,1112,2026-05-23,received,Demand-driven synthetic replenishment delivery
1113,1113,2026-05-23,received,Demand-driven synthetic replenishment delivery
1114,1114,2026-05-23,received,Demand-driven synthetic replenishment delivery
1115,1115,2026-05-24,received,Demand-driven synthetic replenishment delivery
1116,1116,2026-05-25,received,Demand-driven synthetic replenishment delivery
1117,1117,2026-05-22,received,Demand-driven synthetic replenishment delivery
1118,1118,2026-05-30,received,Demand-driven synthetic replenishment delivery
1119,1119,2026-05-30,received,Demand-driven synthetic replenishment delivery
1120,1120,2026-05-30,received,Demand-driven synthetic replenishment delivery
1121,1121,2026-05-31,received,Demand-driven synthetic replenishment delivery
1122,1122,2026-06-01,partial,Demand-driven synthetic replenishment delivery
1123,1123,2026-05-29,received,Demand-driven synthetic replenishment delivery
1124,1124,2026-05-30,received,Demand-driven synthetic replenishment delivery
1125,1125,2026-05-30,received,Demand-driven synthetic replenishment delivery
1126,1126,2026-05-30,received,Demand-driven synthetic replenishment delivery
1127,1127,2026-05-31,received,Demand-driven synthetic replenishment delivery
1128,1128,2026-06-08,received,Demand-driven synthetic replenishment delivery
1129,1129,2026-06-05,received,Demand-driven synthetic replenishment delivery
1130,1130,2026-06-06,received,Demand-driven synthetic replenishment delivery
1131,1131,2026-06-06,received,Demand-driven synthetic replenishment delivery
1132,1132,2026-06-06,received,Demand-driven synthetic replenishment delivery
1133,1133,2026-06-07,received,Demand-driven synthetic replenishment delivery
1134,1134,2026-06-08,received,Demand-driven synthetic replenishment delivery
1135,1135,2026-06-05,received,Demand-driven synthetic replenishment delivery
1136,1136,2026-06-06,received,Demand-driven synthetic replenishment delivery
1137,1137,2026-06-06,received,Demand-driven synthetic replenishment delivery
1138,1138,2026-06-06,received,Demand-driven synthetic replenishment delivery
1139,1139,2026-06-14,partial,Demand-driven synthetic replenishment delivery
1140,1140,2026-06-15,received,Demand-driven synthetic replenishment delivery
1141,1141,2026-06-12,received,Demand-driven synthetic replenishment delivery
1142,1142,2026-06-13,received,Demand-driven synthetic replenishment delivery
1143,1143,2026-06-13,received,Demand-driven synthetic replenishment delivery
1144,1144,2026-06-13,received,Demand-driven synthetic replenishment delivery
1145,1145,2026-06-14,received,Demand-driven synthetic replenishment delivery
1146,1146,2026-06-15,received,Demand-driven synthetic replenishment delivery
1147,1147,2026-06-12,received,Demand-driven synthetic replenishment delivery
1148,1148,2026-06-13,received,Demand-driven synthetic replenishment delivery
1149,1149,2026-06-20,received,Demand-driven synthetic replenishment delivery
1150,1150,2026-06-20,received,Demand-driven synthetic replenishment delivery
1151,1151,2026-06-21,received,Demand-driven synthetic replenishment delivery
1152,1152,2026-06-22,received,Demand-driven synthetic replenishment delivery
1153,1153,2026-06-19,received,Demand-driven synthetic replenishment delivery
1154,1154,2026-06-20,received,Demand-driven synthetic replenishment delivery
1155,1155,2026-06-20,received,Demand-driven synthetic replenishment delivery
1156,1156,2026-06-20,partial,Demand-driven synthetic replenishment delivery
1157,1157,2026-06-21,received,Demand-driven synthetic replenishment delivery
1158,1158,2026-06-22,received,Demand-driven synthetic replenishment delivery
1159,1159,2026-06-19,received,Demand-driven synthetic replenishment delivery
1160,1160,2026-06-27,received,Demand-driven synthetic replenishment delivery
1161,1161,2026-06-27,received,Demand-driven synthetic replenishment delivery
1162,1162,2026-06-27,received,Demand-driven synthetic replenishment delivery
1163,1163,2026-06-28,received,Demand-driven synthetic replenishment delivery
1164,1164,2026-06-29,received,Demand-driven synthetic replenishment delivery
1165,1165,2026-06-26,received,Demand-driven synthetic replenishment delivery
1166,1166,2026-06-27,received,Demand-driven synthetic replenishment delivery
1167,1167,2026-06-27,received,Demand-driven synthetic replenishment delivery
1168,1168,2026-06-27,received,Demand-driven synthetic replenishment delivery
1169,1169,2026-06-28,received,Demand-driven synthetic replenishment delivery
1170,1170,2026-07-06,received,Demand-driven synthetic replenishment delivery
1171,1171,2026-07-03,received,Demand-driven synthetic replenishment delivery
1172,1172,2026-07-04,received,Demand-driven synthetic replenishment delivery
1173,1173,2026-07-04,partial,Demand-driven synthetic replenishment delivery
1174,1174,2026-07-04,received,Demand-driven synthetic replenishment delivery
1175,1175,2026-07-05,received,Demand-driven synthetic replenishment delivery
1176,1176,2026-07-06,received,Demand-driven synthetic replenishment delivery
1177,1177,2026-07-03,received,Demand-driven synthetic replenishment delivery
1178,1178,2026-07-04,received,Demand-driven synthetic replenishment delivery
1179,1179,2026-07-04,received,Demand-driven synthetic replenishment delivery
1180,1180,2026-07-04,received,Demand-driven synthetic replenishment delivery
1181,1181,2026-07-12,received,Demand-driven synthetic replenishment delivery
1182,1182,2026-07-13,received,Demand-driven synthetic replenishment delivery
1183,1183,2026-07-10,received,Demand-driven synthetic replenishment delivery
1184,1184,2026-07-11,received,Demand-driven synthetic replenishment delivery
1185,1185,2026-07-11,received,Demand-driven synthetic replenishment delivery
1186,1186,2026-07-11,received,Demand-driven synthetic replenishment delivery
1187,1187,2026-07-12,received,Demand-driven synthetic replenishment delivery
1188,1188,2026-07-13,received,Demand-driven synthetic replenishment delivery
1189,1189,2026-07-10,received,Demand-driven synthetic replenishment delivery
1190,1190,2026-07-11,partial,Demand-driven synthetic replenishment delivery
1191,1191,2026-07-11,received,Demand-driven synthetic replenishment delivery
1192,1192,2026-07-18,received,Demand-driven synthetic replenishment delivery
1193,1193,2026-07-19,received,Demand-driven synthetic replenishment delivery
1194,1194,2026-07-20,received,Demand-driven synthetic replenishment delivery
1195,1195,2026-07-17,received,Demand-driven synthetic replenishment delivery
1196,1196,2026-07-18,received,Demand-driven synthetic replenishment delivery
1197,1197,2026-07-18,received,Demand-driven synthetic replenishment delivery
1198,1198,2026-07-18,received,Demand-driven synthetic replenishment delivery
1199,1199,2026-07-19,received,Demand-driven synthetic replenishment delivery
1200,1200,2026-07-20,received,Demand-driven synthetic replenishment delivery
1201,1201,2026-07-17,received,Demand-driven synthetic replenishment delivery
1202,1202,2026-07-25,received,Demand-driven synthetic replenishment delivery
1203,1203,2026-07-25,received,Demand-driven synthetic replenishment delivery
1204,1204,2026-07-25,received,Demand-driven synthetic replenishment delivery
1205,1205,2026-07-26,received,Demand-driven synthetic replenishment delivery
1206,1206,2026-07-27,received,Demand-driven synthetic replenishment delivery
1207,1207,2026-07-24,partial,Demand-driven synthetic replenishment delivery
1208,1208,2026-07-25,received,Demand-driven synthetic replenishment delivery
1209,1209,2026-07-25,received,Demand-driven synthetic replenishment delivery
1210,1210,2026-07-25,received,Demand-driven synthetic replenishment delivery
